KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dlgTCHolyStatue,Oh {PlayerName}. I see you have the holy statue of our people. Do you want to give it to me?,,,,,,,,,,哦{PlayerName}。我看到你有我们人民的神圣雕像。你想给我吗?,,,,,,
dlgTCBadRepu,You need a friendly reputation or better to the Talon," then I will to talk to you",,,,,,,,,你需要泰隆的友好声望，或者更高,,,,,,
dlgTCTellMeStory,Tell me the story about your people,,,,,,,,,,给我讲讲你们的故事,,,,,,
dlgTCGreetings,Greetings {PlayerName}. What do you want from me?,,,,,,,,,,你好{PlayerName}。你想从我这里得到什么?,,,,,,
txt_mWeCe,Welcome {PlayerName} to a round of cards!,,,,,,,,,,欢迎{PlayerName}来一轮卡牌!,,,,,,
txt_UGmuO,Card Dealer,,,,,,,,,,卡牌经销商,,,,,,
txt_mq8OK,We will play for <color=#fddc1e>Gold Coins</color>.\nHow many <color=#fddc1e>Gold Coins</color> do you want to bet?,,,,,,,,,,我们用 <color=#fddc1e>金币</color>支付.\n你打算用多少 <color=#fddc1e>金币</color>作为赌注?,,,,,,
txt_4WUCq,1 <color=#fddc1e>Gold Coin</color>,,,,,,,,,,1 <color=#fddc1e>金币</color>,,,,,,
txt_Zi4Gm,10 <color=#fddc1e>Gold Coins</color>,,,,,,,,,,10 <color=#fddc1e>金币</color>,,,,,,
txt_BxmOu,100 <color=#fddc1e>Gold Coins</color>,,,,,,,,,,100 <color=#fddc1e>金币</color>,,,,,,
txt_8cmWW,It seems you don't have enough <color=#fddc1e>Gold Coins</color>...get some and come back. Bye,,,,,,,,,,看起来你没有足够的 <color=#fddc1e>金币</color>...弄些金币再回来，拜拜,,,,,,
txt_S0uKE,You bet {GoldCoinsPlayerBet} <color=#fddc1e>Gold Coins</color> and I will also bet {GoldCoinsPlayerBet} <color=#fddc1e>Gold Coins</color>. \n\nYour first card is <color=#019245><b>{PlayerCards}</b></color>.,,,,,,,,,,你赌了 {GoldCoinsPlayerBet} <color=#fddc1e>金币</color>我也会赌{GoldCoinsPlayerBet} <color=#fddc1e>金币</color>. \n\n你的第一个卡牌是 <color=#019245><b>{PlayerCards}</b></color>.,,,,,,
txt_aqCI0,Do you want another card?,,,,,,,,,,你要换个牌么?,,,,,,
txt_GiiaK,Yes,,,,,,,,,,是,,,,,,
txt_8OGas,No,,,,,,,,,,否,,,,,,
txt_GaeK3,Your next card is <color=#019245><b>{NextCard}</b></color>. \nNow you have <color=#fd9b00><b>{PlayerCards}</b></color> in total!,,,,,,,,,,你的下一个牌是 <color=#019245><b>{NextCard}</b></color>. \n现在你总共有 <color=#fd9b00><b>{PlayerCards}</b></color> !,,,,,,
txt_G0Fqm,<color=#cf0707>You lost!</color>,,,,,,,,,,<color=#cf0707>你输了!</color>,,,,,,
txt_O4W4q,My first card is a <color=#019494>{DealerCards}</color>,,,,,,,,,,你第一个卡是<color=#019494>{DealerCards}</color>,,,,,,
txt_0CqKm,My next card is <color=#019494>{DealerNewCard}</color>.   Now I have <color=#019494><b>{DealerCards}!</b></color>,,,,,,,,,,你下一个卡是 <color=#019494>{DealerNewCard}</color>.  现在我有 <color=#019494><b>{DealerCards}!</b></color>,,,,,,
txt_40jMG,<color=#019245><b>You won! </b></color>Here take your <color=#fddc1e>{2*GoldCoinsPlayerBet} Gold Coins</color>!,,,,,,,,,,<color=#019245><b>你赢了! </b></color>这里将取走你 <color=#fddc1e>{2*GoldCoinsPlayerBet} 金币</color>!,,,,,,
txt_8mhiq,You have <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>You lost!</color>,,,,,,,,,,你拥有 <color=#fd9b00>{PlayerCards}</color>. <color=#ff0000>You lost!</color>,,,,,,
txt_8Ujii,You have <color=#019245>won {TotalGamesWon}</color> and <color=#cf0707>lost {TotalGamesLost}</color> <color=#cf0707></color>games in this session so far.\nDo you want to play again?,,,,,,,,,,你拥有 <color=#019245>赢 {TotalGamesWon}</color> and <color=#cf0707>损失 {TotalGamesLost}</color> <color=#cf0707></color>游戏到目前为止的\n你想再玩一次吗?,,,,,,
txt_vmOu4,Yes,,,,,,,,,,是,,,,,,
txt_8Oiie,No,,,,,,,,,,否,,,,,,
txt_O8CaF,Come back soon! Bye.,,,,,,,,,,期待您的再次光临！再见。,,,,,,
txt_oiqaF,"First I draw cards for you, then for myself. Whoever comes closest to Number 21 wins. The card I draw has the number from 1 to 11. After each card you have the choice to stop.\nIf you win, you get my part on top of your bet.",,,,,,,,,,首先我为你抽牌，然后为我自己抽。谁抽到的牌最接近21点谁就赢。我抽的牌数字从1到11。每抽一张牌后，你可以选择停止。\n如果您赢了，您将赢得我的赌注加上您的赌注。,,,,,,
txt_emqJ4,"Ok thanks, I got it <i><color=#ffffff>(Back)</color></i>",,,,,,,,,,好的，谢谢，我明白了 <i><color=#ffffff>(返回)</color></i>,,,,,,
txt_80qd8,"Wait, how does it work?",,,,,,,,,,等等，这是怎么回事？,,,,,,
txt_O4ame,You lost 20 times on my table by now. Come back later and think about getting a real job maybe.,,,,,,,,,,你已经在我这儿输了20次了。改天再来，或许考虑找个正经工作吧。,,,,,,
txt_KaO0m,It's you again! Our Management ordered me to refuse playing with you. Come back later.,,,,,,,,,,又是你！我们的管理层命令我拒绝和你玩。改天再来。,,,,,,
txt_eeUSG,Can you tell me my Statistics first?,,,,,,,,,,你能先告诉我我的统计数据吗？,,,,,,
